0, 128, 1.0411925569533085
2, 128, 7.6993983495899245
3, 128, 17.379914010471754
4, 128, 28.179325080197135
0, 256, 1.2082617578238386
2, 256, 10.712004856199481
3, 256, 27.740254452356204
4, 256, 47.66142646577061
0, 512, 1.2266004902154681
2, 512, 15.026008889913518
3, 512, 43.24079071729683
4, 512, 78.61384651487332
0, 1024, 1.2048997854247006
2, 1024, 21.01588721307773
3, 1024, 68.30865303010546
4, 1024, 129.83004062739866
0, 2048, 1.2092608094261312
2, 2048, 29.52110028291371
3, 2048, 107.26466486546057
4, 2048, 216.2733921874206
0, 4096, 1.1954191493237525
2, 4096, 41.59167693161691
3, 4096, 169.09206980472757
4, 4096, 360.95831912349917
0, 8192, 1.201202050759631
2, 8192, 58.9488601045539
3, 8192, 266.9632301390913
4, 8192, 603.487583284533
0, 16384, 1.2083579172576266
2, 16384, 83.24382748285613
3, 16384, 422.09978139554426
4, 16384, 1007.9289393145889
0, 32768, 1.2054907494132618
2, 32768, 117.43813203545112
